"PatternId_decimal",description,"killchain_stage",name,objective,scenario,scenarioFriendly,severity,"show_in_ui",tactic,technique
162,"Creation of a process from a browser exploit",Exploitation,CreateProcessFromShellcodeBrowserStack,"Follow Through","exploit_pivot","Application compromised",70,False,Execution,"Exploitation for Client Execution"
164,"Blocked the creation of a process from an exploited web browser.",ResponseActions,CreateProcessFromSuspectBrowserStackBlocked,"Follow Through","activity_prevented","A malicious activity was prevented",70,True,Execution,"Exploitation for Client Execution"
163,"Blocked the creation of a command line process from shellcode within a web browser.",ResponseActions,CreateProcessFromShellcodeBrowserStackBlocked,"Follow Through","activity_prevented","A malicious activity was prevented",70,True,Execution,"Exploitation for Client Execution"
165,"Creation of a process from Flash plugin",Exploitation,CreateProcessFromFlashStack,"Follow Through","exploit_pivot","Application compromised",70,False,Execution,"Exploitation for Client Execution"
169,"A file with a known ransomware extension was created.",Unknown,RansomwareEncryptingFile,"Follow Through",ransomware,ransomware,70,False,Impact,"Data Encrypted for Impact"
166,"Blocked the creation of a process from the Flash plugin from within a browser.",ResponseActions,CreateProcessFromFlashStackBlocked,"Follow Through","activity_prevented","A malicious activity was prevented",70,True,Execution,"Exploitation for Client Execution"
170,"Terminated a process that created a file with a known ransomware extension.",ResponseActions,RansomwareEncryptingFileTerminated,"Follow Through","activity_prevented","A malicious activity was prevented",70,True,Impact,"Data Encrypted for Impact"
168,"Blocked activity associated with malicious process hollowing.",ResponseActions,ProcessHollowingPrevented,"Keep Access","activity_prevented","A malicious activity was prevented",70,True,"Defense Evasion","Process Hollowing"
167,"Activity associated with malicious process hollowing was detected. Adversaries often run malicious processes within a suspended process to evade detection. Review the process tree.",Unknown,ProcessHollowingDetected,"Keep Access","suspicious_activity","Suspicious activity",70,False,"Defense Evasion","Process Hollowing"
171,"A process displayed high confidence directory traversal behavior",Unknown,HighConfidenceDirectoryTraversal,Explore,"suspicious_activity","Suspicious activity",70,False,Discovery,"File and Directory Discovery"
172,"JavaScript executing from a command line via rundll32.exe was prevented",ResponseActions,JavaScriptViaRundll32Prevented,"Follow Through","activity_prevented","A malicious activity was prevented",70,True,Execution,Rundll32
174,"A file with a known ransomware extension was created.",Unknown,HighConfidenceRansomwareEncryptingFile,"Follow Through",ransomware,ransomware,70,True,Impact,"Data Encrypted for Impact"
173,"A process bypassed Windows User Access Controls",Installation,UACBypass,"Gain Access","privilege_escalation","Privilege escalation",50,True,"Privilege Escalation","Bypass User Account Control"
175,"A process that created a file with a known ransomware extension was terminated.",ResponseActions,HighConfidenceRansomwareEncryptingFileTerminated,"Follow Through","activity_prevented","A malicious activity was prevented",70,True,Impact,"Data Encrypted for Impact"
178,"A process was created in a suspended state and later loaded an executable image. Adversaries often use process hollowing to evade detection. Review the process tree.",Unknown,ProcessHollowingMetasploit,"Keep Access","suspicious_activity","Suspicious activity",70,False,"Defense Evasion","Process Hollowing"
179,"CONTROL BEHAVIOR: Do not inject umppc.dll.",Unknown,UserNoInject,,"internal_control","Internal control",10,False,,
177,"A file with a known ransomware extension was created.",Unknown,HighConfidenceRansomwareEncryptingFileIndicator,"Follow Through",ransomware,ransomware,70,False,Impact,"Data Encrypted for Impact"
180,"CONTROL BEHAVIOR: Inject umppc.dll, don't hook any APIs.",Unknown,UserInjectNoHooks,,"internal_control","Internal control",10,False,,
176,"A file with a known ransomware extension was created.",Unknown,RansomwareEncryptingFileIndicator,"Follow Through",ransomware,ransomware,70,False,Impact,"Data Encrypted for Impact"
181,"CONTROL BEHAVIOR: Inject umppc.dll, don't hook memory APIs.",Unknown,UserInjectNoMemHooks,,"internal_control","Internal control",10,False,,
182,"CONTROL BEHAVIOR: Inject umppc.dll, don't hook mapping APIs.",Unknown,UserInjectNoMapHooks,,"internal_control","Internal control",10,False,,
190,"CONTROL BEHAVIOR: Disable ForceDEP on matching strings / hash.",Unknown,MitigationDisableForceDep,,"internal_control","Internal control",10,False,,
191,"CONTROL BEHAVIOR: Disable ForceASLR on matching strings / hash.",Unknown,MitigationDisableForceAslr,,"internal_control","Internal control",10,False,,
186,"CONTROL BEHAVIOR: Enable ForceAslr mitigation, hook all APIs. Requires mapping hooks.",Unknown,MitigationForceAslr,,"internal_control","Internal control",10,False,,
188,"CONTROL BEHAVIOR: Don't apply ForceASLR to the named DLL and disable ForceASLR.",Unknown,MitigationDllDisableForceAslr,,"internal_control","Internal control",10,False,,
187,"CONTROL BEHAVIOR: Don't apply ForceASLR to the named DLL.",Unknown,MitigationDllNoForceAslr,,"internal_control","Internal control",10,False,,
189,"CONTROL BEHAVIOR: Disable ForceDEP when named DLL is loaded.",Unknown,MitigationDllDisableForceDep,,"internal_control","Internal control",10,False,,
192,"CONTROL BEHAVIOR: Disable HeapPreallocation on matching strings / hash.",Unknown,MitigationDisableHeapPreallocation,,"internal_control","Internal control",10,False,,
193,"A process associated with ransomware modified files.",Unknown,RansomwareFilesModified,"Follow Through",ransomware,ransomware,70,False,Impact,"Data Encrypted for Impact"
195,"A process associated with ransomware modified files and was terminated.",ResponseActions,RansomwareFilesModifiedTerminated,"Follow Through","activity_prevented","A malicious activity was prevented",70,True,Impact,"Data Encrypted for Impact"
194,"A process associated with ransomware modified files.",Unknown,RansomwareFilesModifiedIndicator,"Follow Through",ransomware,ransomware,70,False,Impact,"Data Encrypted for Impact"
198,"A process associated with ransomware overwrote data files and was terminated.",ResponseActions,RansomwareFilesRenamedClobberTerminated,"Follow Through","activity_prevented","A malicious activity was prevented",70,True,Impact,"Data Encrypted for Impact"
197,"A process associated with ransomware overwrote data files.",Unknown,RansomwareFilesRenamedClobberIndicator,"Follow Through",ransomware,ransomware,70,False,Impact,"Data Encrypted for Impact"
196,"A process associated with ransomware overwrote data files.",Unknown,RansomwareFilesRenamedClobber,"Follow Through",ransomware,ransomware,70,False,Impact,"Data Encrypted for Impact"
185,"CONTROL BEHAVIOR: Enable HeapPreallocation mitigation, hook all APIs.",Unknown,MitigationHeapPreallocation,,"internal_control","Internal control",10,False,,
184,"CONTROL BEHAVIOR: Enable ForceDEP mitigation, hook all APIs.",Unknown,MitigationForceDep,,"internal_control","Internal control",10,False,,
183,"CONTROL BEHAVIOR: Inject umppc.dll, don't hook execution APIs.",Unknown,UserInjectNoExecHooks,,"internal_control","Internal control",10,False,,
199,"A process associated with ransomware deleted files.",Unknown,RansomwareFilesDeleted,"Follow Through",ransomware,ransomware,70,False,Impact,"Data Encrypted for Impact"
200,"A process associated with ransomware deleted files.",Unknown,RansomwareFilesDeletedIndicator,"Follow Through",ransomware,ransomware,70,False,Impact,"Data Encrypted for Impact"
203,"A process associated with ransomware renamed files.",Unknown,RansomwareFilesRenamedIndicator,"Follow Through",ransomware,ransomware,70,False,Impact,"Data Encrypted for Impact"
205,"A process displayed directory traversal behavior",Unknown,DirectoryTraversal,Explore,"suspicious_activity","Suspicious activity",70,False,Discovery,"File and Directory Discovery"
201,"A process associated with ransomware deleted files and was terminated.",ResponseActions,RansomwareFilesDeletedTerminated,"Follow Through","activity_prevented","A malicious activity was prevented",70,True,Impact,"Data Encrypted for Impact"
202,"A process associated with ransomware renamed files.",Unknown,RansomwareFilesRenamed,"Follow Through",ransomware,ransomware,70,False,Impact,"Data Encrypted for Impact"
204,"A process associated with ransomware renamed files and was terminated.",ResponseActions,RansomwareFilesRenamedTerminated,"Follow Through","activity_prevented","A malicious activity was prevented",70,True,Impact,"Data Encrypted for Impact"
206,"CONTROL BEHAVIOR: Suppress comms for SBWL matches",Unknown,ProcessTreeLocalOnly,,"internal_control","Internal control",10,False,,
207,"Creation of a CLI process from the Flash plugin from within a browser.",Exploitation,CreateCLIProcessFromFlashStack,"Follow Through","exploit_pivot","Application compromised",90,True,Execution,"Exploitation for Client Execution"
208,"Blocked the creation of a CLI process from the Flash plugin from within a browser.",ResponseActions,CreateCLIProcessFromFlashStackBlocked,"Follow Through","activity_prevented","A malicious activity was prevented",90,True,Execution,"Exploitation for Client Execution"
209,"CONTROL BEHAVIOR: Inject umppc.dll, don't register for VEH.",Unknown,UserInjectNoExceptionHandler,,"internal_control","Internal control",10,False,,
210,"A process read memory from the lsass process, often indicative of credential theft","Lateral motion","DEPRECATED--LsassMemoryRead","Gain Access","credential_theft","Credential theft",1,False,"Credential Access","Credential Dumping"
212,"Powershell read memory from the lsass process, often indicative of credential theft","Lateral motion","DEPRECATED--LsassMemoryReadPowershell","Gain Access","credential_theft","Credential theft",1,False,"Credential Access","Credential Dumping"
211,"A process read memory from the lsass process, often indicative of credential theft","Lateral motion","DEPRECATED--LsassMemoryReadIndicator","Gain Access","credential_theft","Credential theft",1,False,"Credential Access","Credential Dumping"
215,"The LSASS process was accessed from the mimikatz hack tool which was terminated.",ResponseActions,"PWDump3.MimikatzTerminated","Gain Access","process_terminated","A process was terminated in response to malicious behavior",70,True,"Credential Access","Credential Dumping"
217,"A remote thread set memory as executable inside another process","Lateral motion",RemoteProcessMemoryProtect,"Keep Access","credential_theft","Credential theft",50,False,"Defense Evasion","Process Injection"
